"ref_date","year","month","site","monthly_total","prev_year_monthly_total","monthly_percentage_difference","ytd_total","prev_year_ytd_total","ytd_percentage_difference","ytd_month_range"
"1993-06-01",1993,6,Klondike National Historic Site,10685,13954,-23.4,11508,14398,-20.1,January - June
"1993-07-01",1993,7,Klondike National Historic Site,18313,17349,5.6,29821,31747,-6.1,January - July
"1993-08-01",1993,8,Klondike National Historic Site,13237,12987,1.9,43058,44734,-3.7,January - August
"1993-09-01",1993,9,Klondike National Historic Site,2525,2387,5.8,45583,47121,-3.3,January - September
"1993-10-01",1993,10,Klondike National Historic Site,0,0,,45583,47121,-3.3,January - October
"1993-11-01",1993,11,Klondike National Historic Site,0,0,,45583,47121,-3.3,January - November
"1993-12-01",1993,12,Klondike National Historic Site,0,0,,45583,47121,-3.3,January - December
"1993-01-01",1993,1,Kluane National Park,105,171,-38.6,105,171,-38.6,January - January
"1993-02-01",1993,2,Kluane National Park,206,190,8.4,311,361,-13.9,January - February
"1993-03-01",1993,3,Kluane National Park,274,284,-3.5,585,645,-9.3,January - March
"1993-04-01",1993,4,Kluane National Park,502,539,-6.9,1087,1184,-8.2,January - April
"1993-05-01",1993,5,Kluane National Park,4776,5032,-5.1,5863,6216,-5.7,January - May
"1993-06-01",1993,6,Kluane National Park,16666,18252,-8.7,22529,24468,-7.9,January - June
"1993-07-01",1993,7,Kluane National Park,25936,27596,-6.0,48465,52064,-6.9,January - July
"1993-08-01",1993,8,Kluane National Park,22008,24472,-10.1,70473,76536,-7.9,January - August
"1993-09-01",1993,9,Kluane National Park,7917,7572,4.6,78390,84108,-6.8,January - September
"1993-10-01",1993,10,Kluane National Park,301,418,-28.0,78691,84526,-6.9,January - October
"1993-11-01",1993,11,Kluane National Park,205,70,192.9,78896,84596,-6.7,January - November
"1993-12-01",1993,12,Kluane National Park,284,104,173.1,79180,84700,-6.5,January - December
"1993-01-01",1993,1,SS Klondike,0,0,,0,0,,January - January
"1993-02-01",1993,2,SS Klondike,0,0,,0,0,,January - February
"1993-03-01",1993,3,SS Klondike,0,0,,0,0,,January - March
"1993-04-01",1993,4,SS Klondike,0,0,,0,0,,January - April
"1993-05-01",1993,5,SS Klondike,2092,2824,-25.9,2092,2824,-25.9,January - May
"1993-06-01",1993,6,SS Klondike,11911,14005,-15.0,14003,16829,-16.8,January - June
"1993-07-01",1993,7,SS Klondike,16029,18103,-11.5,30032,34932,-14.0,January - July
"1993-08-01",1993,8,SS Klondike,9986,11594,-13.9,40018,46526,-14.0,January - August
"1993-09-01",1993,9,SS Klondike,895,921,-2.8,40913,47447,-13.8,January - September
"1993-10-01",1993,10,SS Klondike,0,0,,40913,47447,-13.8,January - October
"1993-11-01",1993,11,SS Klondike,0,0,,40913,47447,-13.8,January - November
"1993-12-01",1993,12,SS Klondike,0,0,,40913,47447,-13.8,January - December
"1994-01-01",1994,1,All,97,105,-7.6,97,105,-7.6,January - January
"1994-02-01",1994,2,All,100,206,-51.5,197,311,-36.7,January - February
"1994-03-01",1994,3,All,204,274,-25.5,401,585,-31.5,January - March
"1994-04-01",1994,4,All,157,502,-68.7,558,1087,-48.7,January - April
"1994-05-01",1994,5,All,6078,7691,-21.0,6636,8778,-24.4,January - May
"1994-06-01",1994,6,All,37146,39722,-6.5,43782,48500,-9.7,January - June
"1994-07-01",1994,7,All,54483,61462,-11.4,98265,109962,-10.6,January - July
"1994-08-01",1994,8,All,43689,46367,-5.8,141954,156329,-9.2,January - August
"1994-09-01",1994,9,All,9485,11534,-17.8,151439,167863,-9.8,January - September
"1994-10-01",1994,10,All,107,301,-64.5,151546,168164,-9.9,January - October
"1994-11-01",1994,11,All,31,205,-84.9,151577,168369,-10.0,January - November
"1994-12-01",1994,12,All,7,284,-97.5,151584,168653,-10.1,January - December
"1994-01-01",1994,1,Chilkoot Trail,0,0,,0,0,,January - January
"1994-02-01",1994,2,Chilkoot Trail,0,0,,0,0,,January - February
"1994-03-01",1994,3,Chilkoot Trail,0,0,,0,0,,January - March
"1994-04-01",1994,4,Chilkoot Trail,0,0,,0,0,,January - April
"1994-05-01",1994,5,Chilkoot Trail,0,0,,0,0,,January - May
"1994-06-01",1994,6,Chilkoot Trail,1574,460,242.2,1574,460,242.2,January - June
"1994-07-01",1994,7,Chilkoot Trail,2410,1184,103.5,3984,1644,142.3,January - July
"1994-08-01",1994,8,Chilkoot Trail,2483,1136,118.6,6467,2780,132.6,January - August
"1994-09-01",1994,9,Chilkoot Trail,578,197,193.4,7045,2977,136.6,January - September
"1994-10-01",1994,10,Chilkoot Trail,0,0,,7045,2977,136.6,January - October
"1994-11-01",1994,11,Chilkoot Trail,0,0,,7045,2977,136.6,January - November
"1994-12-01",1994,12,Chilkoot Trail,0,0,,7045,2977,136.6,January - December
"1994-01-01",1994,1,Klondike National Historic Site,0,0,,0,0,,January - January
"1994-02-01",1994,2,Klondike National Historic Site,0,0,,0,0,,January - February
"1994-03-01",1994,3,Klondike National Historic Site,0,0,,0,0,,January - March
"1994-04-01",1994,4,Klondike National Historic Site,0,0,,0,0,,January - April
"1994-05-01",1994,5,Klondike National Historic Site,608,823,-26.1,608,823,-26.1,January - May
"1994-06-01",1994,6,Klondike National Historic Site,12885,10685,20.6,13493,11508,17.2,January - June
"1994-07-01",1994,7,Klondike National Historic Site,18473,18313,0.9,31966,29821,7.2,January - July
"1994-08-01",1994,8,Klondike National Historic Site,13147,13237,-0.7,45113,43058,4.8,January - August
"1994-09-01",1994,9,Klondike National Historic Site,2055,2525,-18.6,47168,45583,3.5,January - September
"1994-10-01",1994,10,Klondike National Historic Site,0,0,,47168,45583,3.5,January - October
"1994-11-01",1994,11,Klondike National Historic Site,0,0,,47168,45583,3.5,January - November
"1994-12-01",1994,12,Klondike National Historic Site,0,0,,47168,45583,3.5,January - December
"1994-01-01",1994,1,Kluane National Park,97,105,-7.6,97,105,-7.6,January - January
"1994-02-01",1994,2,Kluane National Park,100,206,-51.5,197,311,-36.7,January - February
"1994-03-01",1994,3,Kluane National Park,204,274,-25.5,401,585,-31.5,January - March
"1994-04-01",1994,4,Kluane National Park,157,502,-68.7,558,1087,-48.7,January - April
"1994-05-01",1994,5,Kluane National Park,4040,4776,-15.4,4598,5863,-21.6,January - May
"1994-06-01",1994,6,Kluane National Park,15664,16666,-6.0,20262,22529,-10.1,January - June
"1994-07-01",1994,7,Kluane National Park,23934,25936,-7.7,44196,48465,-8.8,January - July
"1994-08-01",1994,8,Kluane National Park,21708,22008,-1.4,65904,70473,-6.5,January - August
"1994-09-01",1994,9,Kluane National Park,6362,7917,-19.6,72266,78390,-7.8,January - September
"1994-10-01",1994,10,Kluane National Park,107,301,-64.5,72373,78691,-8.0,January - October
"1994-11-01",1994,11,Kluane National Park,31,205,-84.9,72404,78896,-8.2,January - November
"1994-12-01",1994,12,Kluane National Park,7,284,-97.5,72411,79180,-8.5,January - December
"1994-01-01",1994,1,SS Klondike,0,0,,0,0,,January - January
"1994-02-01",1994,2,SS Klondike,0,0,,0,0,,January - February
"1994-03-01",1994,3,SS Klondike,0,0,,0,0,,January - March
"1994-04-01",1994,4,SS Klondike,0,0,,0,0,,January - April
"1994-05-01",1994,5,SS Klondike,1430,2092,-31.6,1430,2092,-31.6,January - May
"1994-06-01",1994,6,SS Klondike,7023,11911,-41.0,8453,14003,-39.6,January - June
"1994-07-01",1994,7,SS Klondike,9666,16029,-39.7,18119,30032,-39.7,January - July
"1994-08-01",1994,8,SS Klondike,6351,9986,-36.4,24470,40018,-38.9,January - August
"1994-09-01",1994,9,SS Klondike,490,895,-45.3,24960,40913,-39.0,January - September
"1994-10-01",1994,10,SS Klondike,0,0,,24960,40913,-39.0,January - October
"1994-11-01",1994,11,SS Klondike,0,0,,24960,40913,-39.0,January - November
"1994-12-01",1994,12,SS Klondike,0,0,,24960,40913,-39.0,January - December
"1995-01-01",1995,1,All,128,97,32.0,128,97,32.0,January - January
"1995-02-01",1995,2,All,138,100,38.0,266,197,35.0,January - February
"1995-03-01",1995,3,All,235,204,15.2,501,401,24.9,January - March
"1995-04-01",1995,4,All,186,157,18.5,687,558,23.1,January - April
"1995-05-01",1995,5,All,7148,6078,17.6,7835,6636,18.1,January - May
"1995-06-01",1995,6,All,36886,37146,-0.7,44721,43782,2.1,January - June
"1995-07-01",1995,7,All,49611,54483,-8.9,94332,98265,-4.0,January - July
"1995-08-01",1995,8,All,36777,43689,-15.8,131109,141954,-7.6,January - August
"1995-09-01",1995,9,All,8816,9485,-7.1,139925,151439,-7.6,January - September
"1995-10-01",1995,10,All,214,107,100.0,140139,151546,-7.5,January - October
"1995-11-01",1995,11,All,58,31,87.1,140197,151577,-7.5,January - November
"1995-12-01",1995,12,All,22,7,214.3,140219,151584,-7.5,January - December
"1995-01-01",1995,1,Chilkoot Trail,0,0,,0,0,,January - January
"1995-02-01",1995,2,Chilkoot Trail,0,0,,0,0,,January - February
"1995-03-01",1995,3,Chilkoot Trail,0,0,,0,0,,January - March
"1995-04-01",1995,4,Chilkoot Trail,0,0,,0,0,,January - April
"1995-05-01",1995,5,Chilkoot Trail,31,0,,31,0,,January - May
"1995-06-01",1995,6,Chilkoot Trail,704,1574,-55.3,735,1574,-53.3,January - June
"1995-07-01",1995,7,Chilkoot Trail,1505,2410,-37.6,2240,3984,-43.8,January - July
"1995-08-01",1995,8,Chilkoot Trail,1162,2483,-53.2,3402,6467,-47.4,January - August
"1995-09-01",1995,9,Chilkoot Trail,246,578,-57.4,3648,7045,-48.2,January - September
"1995-10-01",1995,10,Chilkoot Trail,0,0,,3648,7045,-48.2,January - October
"1995-11-01",1995,11,Chilkoot Trail,0,0,,3648,7045,-48.2,January - November
"1995-12-01",1995,12,Chilkoot Trail,0,0,,3648,7045,-48.2,January - December
"1995-01-01",1995,1,Klondike National Historic Site,0,0,,0,0,,January - January
"1995-02-01",1995,2,Klondike National Historic Site,0,0,,0,0,,January - February
"1995-03-01",1995,3,Klondike National Historic Site,0,0,,0,0,,January - March
"1995-04-01",1995,4,Klondike National Historic Site,0,0,,0,0,,January - April
"1995-05-01",1995,5,Klondike National Historic Site,1131,608,86.0,1131,608,86.0,January - May
"1995-06-01",1995,6,Klondike National Historic Site,11550,12885,-10.4,12681,13493,-6.0,January - June
"1995-07-01",1995,7,Klondike National Historic Site,15847,18473,-14.2,28528,31966,-10.8,January - July
"1995-08-01",1995,8,Klondike National Historic Site,11903,13147,-9.5,40431,45113,-10.4,January - August
"1995-09-01",1995,9,Klondike National Historic Site,2679,2055,30.4,43110,47168,-8.6,January - September
"1995-10-01",1995,10,Klondike National Historic Site,0,0,,43110,47168,-8.6,January - October
"1995-11-01",1995,11,Klondike National Historic Site,0,0,,43110,47168,-8.6,January - November
"1995-12-01",1995,12,Klondike National Historic Site,0,0,,43110,47168,-8.6,January - December
"1995-01-01",1995,1,Kluane National Park,128,97,32.0,128,97,32.0,January - January
"1995-02-01",1995,2,Kluane National Park,138,100,38.0,266,197,35.0,January - February
"1995-03-01",1995,3,Kluane National Park,235,204,15.2,501,401,24.9,January - March
"1995-04-01",1995,4,Kluane National Park,186,157,18.5,687,558,23.1,January - April
"1995-05-01",1995,5,Kluane National Park,4232,4040,4.8,4919,4598,7.0,January - May
"1995-06-01",1995,6,Kluane National Park,17560,15664,12.1,22479,20262,10.9,January - June
"1995-07-01",1995,7,Kluane National Park,22349,23934,-6.6,44828,44196,1.4,January - July
"1995-08-01",1995,8,Kluane National Park,16724,21708,-23.0,61552,65904,-6.6,January - August
"1995-09-01",1995,9,Kluane National Park,4744,6362,-25.4,66296,72266,-8.3,January - September
"1995-10-01",1995,10,Kluane National Park,214,107,100.0,66510,72373,-8.1,January - October
"1995-11-01",1995,11,Kluane National Park,58,31,87.1,66568,72404,-8.1,January - November
"1995-12-01",1995,12,Kluane National Park,22,7,214.3,66590,72411,-8.0,January - December
"1995-01-01",1995,1,SS Klondike,0,0,,0,0,,January - January
"1995-02-01",1995,2,SS Klondike,0,0,,0,0,,January - February
"1995-03-01",1995,3,SS Klondike,0,0,,0,0,,January - March
"1995-04-01",1995,4,SS Klondike,0,0,,0,0,,January - April
"1995-05-01",1995,5,SS Klondike,1754,1430,22.7,1754,1430,22.7,January - May
"1995-06-01",1995,6,SS Klondike,7072,7023,0.7,8826,8453,4.4,January - June
"1995-07-01",1995,7,SS Klondike,9910,9666,2.5,18736,18119,3.4,January - July
"1995-08-01",1995,8,SS Klondike,6988,6351,10.0,25724,24470,5.1,January - August
"1995-09-01",1995,9,SS Klondike,1147,490,134.1,26871,24960,7.7,January - September
"1995-10-01",1995,10,SS Klondike,0,0,,26871,24960,7.7,January - October
"1995-11-01",1995,11,SS Klondike,0,0,,26871,24960,7.7,January - November
"1995-12-01",1995,12,SS Klondike,0,0,,26871,24960,7.7,January - December
"1996-01-01",1996,1,All,70,128,-45.3,70,128,-45.3,January - January
"1996-02-01",1996,2,All,134,138,-2.9,204,266,-23.3,January - February
"1996-03-01",1996,3,All,196,235,-16.6,400,501,-20.2,January - March
"1996-04-01",1996,4,All,485,186,160.8,885,687,28.8,January - April
"1996-05-01",1996,5,All,8081,7148,13.1,8966,7835,14.4,January - May
"1996-06-01",1996,6,All,36882,36886,0.0,45848,44721,2.5,January - June
"1996-07-01",1996,7,All,49494,49611,-0.2,95342,94332,1.1,January - July
"1996-08-01",1996,8,All,43078,36777,17.1,138420,131109,5.6,January - August
"1996-09-01",1996,9,All,10578,8816,20.0,148998,139925,6.5,January - September
"1996-10-01",1996,10,All,0,214,-100.0,148998,140139,6.3,January - October
"1996-11-01",1996,11,All,29,58,-50.0,149027,140197,6.3,January - November
"1996-12-01",1996,12,All,139,22,531.8,149166,140219,6.4,January - December
"1996-01-01",1996,1,Chilkoot Trail,0,0,,0,0,,January - January
"1996-02-01",1996,2,Chilkoot Trail,0,0,,0,0,,January - February
"1996-03-01",1996,3,Chilkoot Trail,0,0,,0,0,,January - March
"1996-04-01",1996,4,Chilkoot Trail,0,0,,0,0,,January - April
"1996-05-01",1996,5,Chilkoot Trail,23,31,-25.8,23,31,-25.8,January - May
"1996-06-01",1996,6,Chilkoot Trail,529,704,-24.9,552,735,-24.9,January - June
"1996-07-01",1996,7,Chilkoot Trail,1340,1505,-11.0,1892,2240,-15.5,January - July
"1996-08-01",1996,8,Chilkoot Trail,1205,1162,3.7,3097,3402,-9.0,January - August
"1996-09-01",1996,9,Chilkoot Trail,0,246,-100.0,3097,3648,-15.1,January - September
"1996-10-01",1996,10,Chilkoot Trail,0,0,,3097,3648,-15.1,January - October
"1996-11-01",1996,11,Chilkoot Trail,0,0,,3097,3648,-15.1,January - November
"1996-12-01",1996,12,Chilkoot Trail,0,0,,3097,3648,-15.1,January - December
"1996-01-01",1996,1,Klondike National Historic Site,0,0,,0,0,,January - January
"1996-02-01",1996,2,Klondike National Historic Site,0,0,,0,0,,January - February
"1996-03-01",1996,3,Klondike National Historic Site,0,0,,0,0,,January - March
"1996-04-01",1996,4,Klondike National Historic Site,0,0,,0,0,,January - April
"1996-05-01",1996,5,Klondike National Historic Site,1809,1131,59.9,1809,1131,59.9,January - May
"1996-06-01",1996,6,Klondike National Historic Site,12347,11550,6.9,14156,12681,11.6,January - June
"1996-07-01",1996,7,Klondike National Historic Site,16033,15847,1.2,30189,28528,5.8,January - July
"1996-08-01",1996,8,Klondike National Historic Site,13469,11903,13.2,43658,40431,8.0,January - August
"1996-09-01",1996,9,Klondike National Historic Site,2405,2679,-10.2,46063,43110,6.8,January - September
"1996-10-01",1996,10,Klondike National Historic Site,0,0,,46063,43110,6.8,January - October
"1996-11-01",1996,11,Klondike National Historic Site,0,0,,46063,43110,6.8,January - November
"1996-12-01",1996,12,Klondike National Historic Site,0,0,,46063,43110,6.8,January - December
"1996-01-01",1996,1,Kluane National Park,70,128,-45.3,70,128,-45.3,January - January
"1996-02-01",1996,2,Kluane National Park,134,138,-2.9,204,266,-23.3,January - February
"1996-03-01",1996,3,Kluane National Park,196,235,-16.6,400,501,-20.2,January - March
"1996-04-01",1996,4,Kluane National Park,485,186,160.8,885,687,28.8,January - April
"1996-05-01",1996,5,Kluane National Park,4997,4232,18.1,5882,4919,19.6,January - May
"1996-06-01",1996,6,Kluane National Park,17470,17560,-0.5,23352,22479,3.9,January - June
"1996-07-01",1996,7,Kluane National Park,23075,22349,3.2,46427,44828,3.6,January - July
"1996-08-01",1996,8,Kluane National Park,22070,16724,32.0,68497,61552,11.3,January - August
"1996-09-01",1996,9,Kluane National Park,6782,4744,43.0,75279,66296,13.5,January - September
"1996-10-01",1996,10,Kluane National Park,0,214,-100.0,75279,66510,13.2,January - October
"1996-11-01",1996,11,Kluane National Park,29,58,-50.0,75308,66568,13.1,January - November
"1996-12-01",1996,12,Kluane National Park,139,22,531.8,75447,66590,13.3,January - December
"1996-01-01",1996,1,SS Klondike,0,0,,0,0,,January - January
"1996-02-01",1996,2,SS Klondike,0,0,,0,0,,January - February
"1996-03-01",1996,3,SS Klondike,0,0,,0,0,,January - March
"1996-04-01",1996,4,SS Klondike,0,0,,0,0,,January - April
"1996-05-01",1996,5,SS Klondike,1252,1754,-28.6,1252,1754,-28.6,January - May
"1996-06-01",1996,6,SS Klondike,6536,7072,-7.6,7788,8826,-11.8,January - June
"1996-07-01",1996,7,SS Klondike,9046,9910,-8.7,16834,18736,-10.2,January - July
"1996-08-01",1996,8,SS Klondike,6334,6988,-9.4,23168,25724,-9.9,January - August
"1996-09-01",1996,9,SS Klondike,1391,1147,21.3,24559,26871,-8.6,January - September
"1996-10-01",1996,10,SS Klondike,0,0,,24559,26871,-8.6,January - October
"1996-11-01",1996,11,SS Klondike,0,0,,24559,26871,-8.6,January - November
"1996-12-01",1996,12,SS Klondike,0,0,,24559,26871,-8.6,January - December
"1997-01-01",1997,1,All,68,70,-2.9,68,70,-2.9,January - January
"1997-02-01",1997,2,All,233,134,73.9,301,204,47.5,January - February
"1997-03-01",1997,3,All,370,196,88.8,671,400,67.8,January - March
"1997-04-01",1997,4,All,305,485,-37.1,976,885,10.3,January - April
"1997-05-01",1997,5,All,7978,8081,-1.3,8954,8966,-0.1,January - May
"1997-06-01",1997,6,All,34230,36882,-7.2,43184,45848,-5.8,January - June
"1997-07-01",1997,7,All,39402,49494,-20.4,82586,95342,-13.4,January - July
"1997-08-01",1997,8,All,37101,43078,-13.9,119687,138420,-13.5,January - August
"1997-09-01",1997,9,All,7861,10578,-25.7,127548,148998,-14.4,January - September
"1997-10-01",1997,10,All,232,0,,127780,148998,-14.2,January - October
"1997-11-01",1997,11,All,125,29,331.0,127905,149027,-14.2,January - November
"1997-12-01",1997,12,All,49,139,-64.7,127954,149166,-14.2,January - December
"1997-01-01",1997,1,Chilkoot Trail,0,0,,0,0,,January - January
"1997-02-01",1997,2,Chilkoot Trail,0,0,,0,0,,January - February
"1997-03-01",1997,3,Chilkoot Trail,0,0,,0,0,,January - March
"1997-04-01",1997,4,Chilkoot Trail,0,0,,0,0,,January - April
"1997-05-01",1997,5,Chilkoot Trail,23,23,0.0,23,23,0.0,January - May
"1997-06-01",1997,6,Chilkoot Trail,948,529,79.2,971,552,75.9,January - June
"1997-07-01",1997,7,Chilkoot Trail,1177,1340,-12.2,2148,1892,13.5,January - July
"1997-08-01",1997,8,Chilkoot Trail,1092,1205,-9.4,3240,3097,4.6,January - August
"1997-09-01",1997,9,Chilkoot Trail,135,0,,3375,3097,9.0,January - September
"1997-10-01",1997,10,Chilkoot Trail,0,0,,3375,3097,9.0,January - October
"1997-11-01",1997,11,Chilkoot Trail,0,0,,3375,3097,9.0,January - November
"1997-12-01",1997,12,Chilkoot Trail,0,0,,3375,3097,9.0,January - December
"1997-01-01",1997,1,Klondike National Historic Site,0,0,,0,0,,January - January
