date,year,month,location,monthly_total,prev_year_monthly_total,monthly_percentage_difference,ytd_total,prev_year_ytd_total,ytd_percentage_difference,ytd_total_2019,c2019_percentage_difference,ytd_month_range
2022-04-01,2022,4,Beaver Creek,1938,1268,52.8,4268,3410,25.2,8868,-51.9,January - April
2022-05-01,2022,5,Beaver Creek,3985,2285,74.4,8253,5695,44.9,15410,-46.4,January - May
2022-06-01,2022,6,Beaver Creek,7477,2567,191.3,15730,8262,90.4,27597,-43.0,January - June
2022-07-01,2022,7,Beaver Creek,11121,3072,262.0,26851,11334,136.9,43623,-38.4,January - July
2022-08-01,2022,8,Beaver Creek,11358,3861,194.2,38209,15195,151.5,59387,-35.7,January - August
2022-09-01,2022,9,Beaver Creek,8757,5654,54.9,46966,20849,125.3,71200,-34.0,January - September
2022-10-01,2022,10,Beaver Creek,3825,2751,39.0,50791,23600,115.2,76066,-33.2,January - October
2022-11-01,2022,11,Beaver Creek,1475,1108,33.1,52266,24708,111.5,78102,-33.1,January - November
2022-12-01,2022,12,Beaver Creek,1053,791,33.1,53319,25499,109.1,79644,-33.1,January - December
2022-01-01,2022,1,Dawson,0,0,,0,0,,0,,January - January
2022-02-01,2022,2,Dawson,0,0,,0,0,,11,-100.0,January - February
2022-03-01,2022,3,Dawson,0,0,,0,0,,13,-100.0,January - March
2022-04-01,2022,4,Dawson,0,0,,0,0,,21,-100.0,January - April
2022-05-01,2022,5,Dawson,418,0,,418,0,,383,9.1,January - May
2022-06-01,2022,6,Dawson,1740,0,,2158,0,,2355,-8.4,January - June
2022-07-01,2022,7,Dawson,924,0,,3082,0,,4575,-32.6,January - July
2022-08-01,2022,8,Dawson,1009,0,,4091,0,,6723,-39.1,January - August
2022-09-01,2022,9,Dawson,137,0,,4228,0,,6725,-37.1,January - September
2022-10-01,2022,10,Dawson,0,0,,4228,0,,6726,-37.1,January - October
2022-11-01,2022,11,Dawson,0,0,,4228,0,,6726,-37.1,January - November
2022-12-01,2022,12,Dawson,0,0,,4228,0,,6728,-37.2,January - December
2022-01-01,2022,1,Fraser,110,17,547.1,110,17,547.1,1196,-90.8,January - January
2022-02-01,2022,2,Fraser,131,38,244.7,241,55,338.2,2629,-90.8,January - February
2022-03-01,2022,3,Fraser,424,31,1267.7,665,86,673.3,5857,-88.6,January - March
2022-04-01,2022,4,Fraser,2583,56,4512.5,3248,142,2187.3,10951,-70.3,January - April
2022-05-01,2022,5,Fraser,7511,92,8064.1,10759,234,4497.9,58650,-81.7,January - May
2022-06-01,2022,6,Fraser,16596,108,15266.7,27355,342,7898.5,136560,-80.0,January - June
2022-07-01,2022,7,Fraser,18748,146,12741.1,46103,488,9347.3,225287,-79.5,January - July
2022-08-01,2022,8,Fraser,17556,874,1908.7,63659,1362,4573.9,308458,-79.4,January - August
2022-09-01,2022,9,Fraser,9665,897,977.5,73324,2259,3145.9,355275,-79.4,January - September
2022-10-01,2022,10,Fraser,2478,379,553.8,75802,2638,2773.5,359395,-78.9,January - October
2022-11-01,2022,11,Fraser,652,236,176.3,76454,2874,2560.2,360687,-78.8,January - November
2022-12-01,2022,12,Fraser,913,325,180.9,77367,3199,2318.5,362508,-78.7,January - December
2022-01-01,2022,1,Little Gold Creek,0,0,,0,0,,0,,January - January
2022-02-01,2022,2,Little Gold Creek,0,0,,0,0,,0,,January - February
2022-03-01,2022,3,Little Gold Creek,0,0,,0,0,,0,,January - March
2022-04-01,2022,4,Little Gold Creek,0,0,,0,0,,0,,January - April
2022-05-01,2022,5,Little Gold Creek,0,0,,0,0,,557,-100.0,January - May
2022-06-01,2022,6,Little Gold Creek,2025,0,,2025,0,,3326,-39.1,January - June
2022-07-01,2022,7,Little Gold Creek,3046,0,,5071,0,,7495,-32.3,January - July
2022-08-01,2022,8,Little Gold Creek,2813,0,,7884,0,,11483,-31.3,January - August
2022-09-01,2022,9,Little Gold Creek,431,0,,8315,0,,13193,-37.0,January - September
2022-10-01,2022,10,Little Gold Creek,0,0,,8315,0,,13193,-37.0,January - October
2022-11-01,2022,11,Little Gold Creek,0,0,,8315,0,,13193,-37.0,January - November
2022-12-01,2022,12,Little Gold Creek,0,0,,8315,0,,13193,-37.0,January - December
2022-01-01,2022,1,Old Crow,0,0,,0,0,,0,,January - January
2022-02-01,2022,2,Old Crow,0,0,,0,0,,0,,January - February
2022-03-01,2022,3,Old Crow,0,0,,0,0,,0,,January - March
2022-04-01,2022,4,Old Crow,0,0,,0,0,,0,,January - April
2022-05-01,2022,5,Old Crow,0,0,,0,0,,0,,January - May
2022-06-01,2022,6,Old Crow,0,0,,0,0,,1,-100.0,January - June
2022-07-01,2022,7,Old Crow,0,0,,0,0,,1,-100.0,January - July
2022-08-01,2022,8,Old Crow,0,0,,0,0,,1,-100.0,January - August
2022-09-01,2022,9,Old Crow,1,0,,1,0,,1,0.0,January - September
2022-10-01,2022,10,Old Crow,0,0,,1,0,,1,0.0,January - October
2022-11-01,2022,11,Old Crow,0,0,,1,0,,1,0.0,January - November
2022-12-01,2022,12,Old Crow,0,0,,1,0,,1,0.0,January - December
2022-01-01,2022,1,Pleasant Camp,105,77,36.4,105,77,36.4,1045,-90.0,January - January
2022-02-01,2022,2,Pleasant Camp,268,63,325.4,373,140,166.4,1755,-78.7,January - February
2022-03-01,2022,3,Pleasant Camp,398,129,208.5,771,269,186.6,2837,-72.8,January - March
2022-04-01,2022,4,Pleasant Camp,1154,197,485.8,1925,466,313.1,4384,-56.1,January - April
2022-05-01,2022,5,Pleasant Camp,2843,346,721.7,4768,812,487.2,8285,-42.5,January - May
2022-06-01,2022,6,Pleasant Camp,3283,321,922.7,8051,1133,610.6,14427,-44.2,January - June
2022-07-01,2022,7,Pleasant Camp,5153,562,816.9,13204,1695,679.0,22399,-41.1,January - July
2022-08-01,2022,8,Pleasant Camp,4921,778,532.5,18125,2473,632.9,29603,-38.8,January - August
2022-09-01,2022,9,Pleasant Camp,2944,760,287.4,21069,3233,551.7,33694,-37.5,January - September
2022-10-01,2022,10,Pleasant Camp,1919,383,401.0,22988,3616,535.7,36354,-36.8,January - October
2022-11-01,2022,11,Pleasant Camp,614,271,126.6,23602,3887,507.2,37387,-36.9,January - November
2022-12-01,2022,12,Pleasant Camp,517,205,152.2,24119,4092,489.4,38141,-36.8,January - December
2022-01-01,2022,1,Whitehorse,14,12,16.7,14,12,16.7,31,-54.8,January - January
2022-02-01,2022,2,Whitehorse,9,5,80.0,23,17,35.3,90,-74.4,January - February
2022-03-01,2022,3,Whitehorse,24,9,166.7,47,26,80.8,139,-66.2,January - March
2022-04-01,2022,4,Whitehorse,31,9,244.4,78,35,122.9,198,-60.6,January - April
2022-05-01,2022,5,Whitehorse,52,7,642.9,130,42,209.5,282,-53.9,January - May
2022-06-01,2022,6,Whitehorse,624,27,2211.1,754,69,992.8,1552,-51.4,January - June
2022-07-01,2022,7,Whitehorse,887,31,2761.3,1641,100,1541.0,2753,-40.4,January - July
2022-08-01,2022,8,Whitehorse,1356,54,2411.1,2997,154,1846.1,3932,-23.8,January - August
2022-09-01,2022,9,Whitehorse,455,92,394.6,3452,246,1303.3,4697,-26.5,January - September
2022-10-01,2022,10,Whitehorse,62,44,40.9,3514,290,1111.7,4750,-26.0,January - October
2022-11-01,2022,11,Whitehorse,14,12,16.7,3528,302,1068.2,4761,-25.9,January - November
2022-12-01,2022,12,Whitehorse,36,10,260.0,3564,312,1042.3,4812,-25.9,January - December
2022-01-01,2022,1,Yukon,750,687,9.2,750,687,9.2,3897,-80.8,January - January
2022-02-01,2022,2,Yukon,1014,730,38.9,1764,1417,24.5,7490,-76.4,January - February
2022-03-01,2022,3,Yukon,2049,1106,85.3,3813,2523,51.1,14237,-73.2,January - March
2022-04-01,2022,4,Yukon,5706,1530,272.9,9519,4053,134.9,24422,-61.0,January - April
2022-05-01,2022,5,Yukon,14809,2730,442.5,24328,6783,258.7,83567,-70.9,January - May
2022-06-01,2022,6,Yukon,31745,3023,950.1,56073,9806,471.8,185818,-69.8,January - June
2022-07-01,2022,7,Yukon,39879,3811,946.4,95952,13617,604.6,306133,-68.7,January - July
2022-08-01,2022,8,Yukon,39013,5567,600.8,134965,19184,603.5,419587,-67.8,January - August
2022-09-01,2022,9,Yukon,22390,7403,202.4,157355,26587,491.8,484785,-67.5,January - September
2022-10-01,2022,10,Yukon,8284,3557,132.9,165639,30144,449.5,496485,-66.6,January - October
2022-11-01,2022,11,Yukon,2755,1627,69.3,168394,31771,430.0,500857,-66.4,January - November
2022-12-01,2022,12,Yukon,2519,1331,89.3,170913,33102,416.3,505027,-66.2,January - December
2023-01-01,2023,1,Beaver Creek,869,521,66.8,869,521,66.8,1625,-46.5,January - January
2023-02-01,2023,2,Beaver Creek,904,606,49.2,1773,1127,57.3,3005,-41.0,January - February
2023-03-01,2023,3,Beaver Creek,1528,1203,27.0,3301,2330,41.7,5391,-38.8,January - March
2023-04-01,2023,4,Beaver Creek,2287,1938,18.0,5588,4268,30.9,8868,-37.0,January - April
2023-05-01,2023,5,Beaver Creek,4757,3985,19.4,10345,8253,25.3,15410,-32.9,January - May
2023-06-01,2023,6,Beaver Creek,9437,7477,26.2,19782,15730,25.8,27597,-28.3,January - June
2023-07-01,2023,7,Beaver Creek,14690,11121,32.1,34472,26851,28.4,43623,-21.0,January - July
2023-08-01,2023,8,Beaver Creek,14480,11358,27.5,48952,38209,28.1,59387,-17.6,January - August
2023-09-01,2023,9,Beaver Creek,11192,8757,27.8,60144,46966,28.1,71200,-15.5,January - September
2023-10-01,2023,10,Beaver Creek,4257,3825,11.3,64401,50791,26.8,76066,-15.3,January - October
2023-11-01,2023,11,Beaver Creek,1472,1475,-0.2,65873,52266,26.0,78102,-15.7,January - November
2023-12-01,2023,12,Beaver Creek,1031,1053,-2.1,66904,53319,25.5,79644,-16.0,January - December
2023-01-01,2023,1,Dawson,0,0,,0,0,,0,,January - January
2023-02-01,2023,2,Dawson,0,0,,0,0,,11,-100.0,January - February
2023-03-01,2023,3,Dawson,2,0,,2,0,,13,-84.6,January - March
2023-05-01,2023,5,Dawson,552,0,,554,0,,383,44.6,January - May
2023-06-01,2023,6,Dawson,1792,418,328.7,2346,418,461.2,2355,-0.4,January - June
2023-07-01,2023,7,Dawson,1617,1740,-7.1,3963,2158,83.6,4575,-13.4,January - July
2023-08-01,2023,8,Dawson,1942,924,110.2,5905,3082,91.6,6723,-12.2,January - August
2023-09-01,2023,9,Dawson,179,1009,-82.3,6084,4091,48.7,6725,-9.5,January - September
2023-01-01,2023,1,Fraser,684,110,521.8,684,110,521.8,1196,-42.8,January - January
2023-02-01,2023,2,Fraser,815,131,522.1,1499,241,522.0,2629,-43.0,January - February
2023-03-01,2023,3,Fraser,1995,424,370.5,3494,665,425.4,5857,-40.3,January - March
2023-04-01,2023,4,Fraser,4398,2583,70.3,7892,3248,143.0,10951,-27.9,January - April
2023-05-01,2023,5,Fraser,50180,7511,568.1,58072,10759,439.8,58650,-1.0,January - May
2023-06-01,2023,6,Fraser,65496,16596,294.6,123568,27355,351.7,136560,-9.5,January - June
2023-07-01,2023,7,Fraser,78942,18748,321.1,202510,46103,339.3,225287,-10.1,January - July
2023-08-01,2023,8,Fraser,78298,17556,346.0,280808,63659,341.1,308458,-9.0,January - August
2023-09-01,2023,9,Fraser,46031,9665,376.3,326839,73324,345.7,355275,-8.0,January - September
2023-10-01,2023,10,Fraser,5276,2478,112.9,332115,75802,338.1,359395,-7.6,January - October
2023-11-01,2023,11,Fraser,1064,652,63.2,333179,76454,335.8,360687,-7.6,January - November
2023-12-01,2023,12,Fraser,1317,913,44.2,334496,77367,332.3,362508,-7.7,January - December
2023-01-01,2023,1,Little Gold Creek,0,0,,0,0,,0,,January - January
2023-02-01,2023,2,Little Gold Creek,0,0,,0,0,,0,,January - February
2023-03-01,2023,3,Little Gold Creek,0,0,,0,0,,0,,January - March
2023-06-01,2023,6,Little Gold Creek,2575,0,,2575,0,,3326,-22.6,January - June
2023-07-01,2023,7,Little Gold Creek,3581,0,,6156,0,,7495,-17.9,January - July
2023-08-01,2023,8,Little Gold Creek,3420,2025,68.9,9576,2025,372.9,11483,-16.6,January - August
2023-09-01,2023,9,Little Gold Creek,486,3046,-84.0,10062,5071,98.4,13193,-23.7,January - September
2023-01-01,2023,1,Old Crow,0,0,,0,0,,0,,January - January
2023-02-01,2023,2,Old Crow,0,0,,0,0,,0,,January - February
2023-03-01,2023,3,Old Crow,0,0,,0,0,,0,,January - March
2023-07-01,2023,7,Old Crow,19,0,,19,0,,1,1800.0,January - July
2023-01-01,2023,1,Pleasant Camp,645,105,514.3,645,105,514.3,1045,-38.3,January - January
2023-02-01,2023,2,Pleasant Camp,628,268,134.3,1273,373,241.3,1755,-27.5,January - February
2023-03-01,2023,3,Pleasant Camp,914,398,129.6,2187,771,183.7,2837,-22.9,January - March
2023-04-01,2023,4,Pleasant Camp,1449,1154,25.6,3636,1925,88.9,4384,-17.1,January - April
2023-05-01,2023,5,Pleasant Camp,3591,2843,26.3,7227,4768,51.6,8285,-12.8,January - May
2023-06-01,2023,6,Pleasant Camp,5433,3283,65.5,12660,8051,57.2,14427,-12.2,January - June
2023-07-01,2023,7,Pleasant Camp,6990,5153,35.6,19650,13204,48.8,22399,-12.3,January - July
2023-08-01,2023,8,Pleasant Camp,6611,4921,34.3,26261,18125,44.9,29603,-11.3,January - August
2023-09-01,2023,9,Pleasant Camp,3341,2944,13.5,29602,21069,40.5,33694,-12.1,January - September
2023-10-01,2023,10,Pleasant Camp,2070,1919,7.9,31672,22988,37.8,36354,-12.9,January - October
2023-11-01,2023,11,Pleasant Camp,747,614,21.7,32419,23602,37.4,37387,-13.3,January - November
2023-12-01,2023,12,Pleasant Camp,374,517,-27.7,32793,24119,36.0,38141,-14.0,January - December
2023-01-01,2023,1,Whitehorse,10,14,-28.6,10,14,-28.6,31,-67.7,January - January
2023-02-01,2023,2,Whitehorse,2,9,-77.8,12,23,-47.8,90,-86.7,January - February
2023-03-01,2023,3,Whitehorse,44,24,83.3,56,47,19.1,139,-59.7,January - March
2023-04-01,2023,4,Whitehorse,29,31,-6.5,85,78,9.0,198,-57.1,January - April
2023-05-01,2023,5,Whitehorse,212,52,307.7,297,130,128.5,282,5.3,January - May
2023-06-01,2023,6,Whitehorse,805,624,29.0,1102,754,46.2,1552,-29.0,January - June
2023-07-01,2023,7,Whitehorse,1255,887,41.5,2357,1641,43.6,2753,-14.4,January - July
2023-08-01,2023,8,Whitehorse,932,1356,-31.3,3289,2997,9.7,3932,-16.4,January - August
2023-09-01,2023,9,Whitehorse,284,455,-37.6,3573,3452,3.5,4697,-23.9,January - September
2023-10-01,2023,10,Whitehorse,51,62,-17.7,3624,3514,3.1,4750,-23.7,January - October
2023-11-01,2023,11,Whitehorse,13,14,-7.1,3637,3528,3.1,4761,-23.6,January - November
2023-12-01,2023,12,Whitehorse,28,36,-22.2,3665,3564,2.8,4812,-23.8,January - December
2023-01-01,2023,1,Yukon,2208,750,194.4,2208,750,194.4,3897,-43.3,January - January
2023-02-01,2023,2,Yukon,2349,1014,131.7,4557,1764,158.3,7490,-39.2,January - February
2023-03-01,2023,3,Yukon,4483,2049,118.8,9040,3813,137.1,14237,-36.5,January - March
2023-04-01,2023,4,Yukon,8163,5706,43.1,17203,9519,80.7,24422,-29.6,January - April
2023-05-01,2023,5,Yukon,59292,14809,300.4,76495,24328,214.4,83567,-8.5,January - May
2023-06-01,2023,6,Yukon,85538,31745,169.5,162033,56073,189.0,185818,-12.8,January - June
2023-07-01,2023,7,Yukon,107094,39879,168.5,269127,95952,180.5,306133,-12.1,January - July
2023-08-01,2023,8,Yukon,105683,39013,170.9,374810,134965,177.7,419587,-10.7,January - August
2023-09-01,2023,9,Yukon,61513,22390,174.7,436323,157355,177.3,484785,-10.0,January - September
2023-10-01,2023,10,Yukon,11654,8284,40.7,447977,165639,170.5,496485,-9.8,January - October
2023-11-01,2023,11,Yukon,3296,2755,19.6,451273,168394,168.0,500857,-9.9,January - November
2023-12-01,2023,12,Yukon,2750,2519,9.2,454023,170913,165.6,505027,-10.1,January - December
2024-01-01,2024,1,Beaver Creek,1034,869,19.0,1034,869,19.0,1625,-36.4,January - January
2024-02-01,2024,2,Beaver Creek,1187,904,31.3,2221,1773,25.3,3005,-26.1,January - February
2024-03-01,2024,3,Beaver Creek,2177,1528,42.5,4398,3301,33.2,5391,-18.4,January - March
2024-04-01,2024,4,Beaver Creek,2583,2287,12.9,6981,5588,24.9,8868,-21.3,January - April
2024-05-01,2024,5,Beaver Creek,5106,4757,7.3,12087,10345,16.8,15410,-21.6,January - May
2024-06-01,2024,6,Beaver Creek,10508,9437,11.3,22595,19782,14.2,27597,-18.1,January - June
2024-07-01,2024,7,Beaver Creek,14482,14690,-1.4,37077,34472,7.6,43623,-15.0,January - July
2024-08-01,2024,8,Beaver Creek,14398,14480,-0.6,51475,48952,5.2,59387,-13.3,January - August
2024-09-01,2024,9,Beaver Creek,11191,11192,0.0,62666,60144,4.2,71200,-12.0,January - September
2024-10-01,2024,10,Beaver Creek,4314,4257,1.3,66980,64401,4.0,76066,-11.9,January - October
2024-11-01,2024,11,Beaver Creek,1600,1472,8.7,68580,65873,4.1,78102,-12.2,January - November
2024-12-01,2024,12,Beaver Creek,1254,1031,21.6,69834,66904,4.4,79644,-12.3,January - December
2024-03-01,2024,3,Dawson,1,137,-99.3,1,137,-99.3,13,-92.3,March - March
2024-04-01,2024,4,Dawson,2,0,,3,137,-97.8,21,-85.7,March - April
2024-05-01,2024,5,Dawson,785,0,,788,137,475.2,383,105.7,March - May
2024-06-01,2024,6,Dawson,1552,0,,2340,137,1608.0,2355,-0.6,March - June
2024-07-01,2024,7,Dawson,1742,0,,4082,137,2879.6,4575,-10.8,March - July
2024-08-01,2024,8,Dawson,2180,0,,6262,137,4470.8,6723,-6.9,March - August
2024-09-01,2024,9,Dawson,130,2,6400.0,6392,139,4498.6,6725,-5.0,March - September
2024-01-01,2024,1,Fraser,528,684,-22.8,528,684,-22.8,1196,-55.9,January - January
2024-02-01,2024,2,Fraser,1002,815,22.9,1530,1499,2.1,2629,-41.8,January - February
2024-03-01,2024,3,Fraser,2507,1995,25.7,4037,3494,15.5,5857,-31.1,January - March
2024-04-01,2024,4,Fraser,3940,4398,-10.4,7977,7892,1.1,10951,-27.2,January - April
2024-05-01,2024,5,Fraser,55540,50180,10.7,63517,58072,9.4,58650,8.3,January - May
2024-06-01,2024,6,Fraser,81576,65496,24.6,145093,123568,17.4,136560,6.2,January - June
2024-07-01,2024,7,Fraser,87452,78942,10.8,232545,202510,14.8,225287,3.2,January - July
2024-08-01,2024,8,Fraser,84915,78298,8.5,317460,280808,13.1,308458,2.9,January - August
2024-09-01,2024,9,Fraser,53063,46031,15.3,370523,326839,13.4,355275,4.3,January - September
2024-10-01,2024,10,Fraser,3897,5276,-26.1,374420,332115,12.7,359395,4.2,January - October
2024-11-01,2024,11,Fraser,1130,1064,6.2,375550,333179,12.7,360687,4.1,January - November
2024-12-01,2024,12,Fraser,1261,1317,-4.3,376811,334496,12.7,362508,3.9,January - December
2024-05-01,2024,5,Little Gold Creek,358,2813,-87.3,358,2813,-87.3,557,-35.7,May - May
2024-06-01,2024,6,Little Gold Creek,2626,431,509.3,2984,3244,-8.0,3326,-10.3,May - June
2024-07-01,2024,7,Little Gold Creek,1830,0,,4814,3244,48.4,7495,-35.8,May - July
2024-08-01,2024,8,Little Gold Creek,33,0,,4847,3244,49.4,11483,-57.8,May - August
2024-09-01,2024,9,Little Gold Creek,4,0,,4851,3244,49.5,13193,-63.2,May - September
2024-06-01,2024,6,Old Crow,3,0,,3,0,,1,200.0,June - June
2024-09-01,2024,9,Old Crow,11,0,,14,0,,1,1300.0,June - September
2024-01-01,2024,1,Pleasant Camp,477,645,-26.0,477,645,-26.0,1045,-54.4,January - January
2024-02-01,2024,2,Pleasant Camp,747,628,18.9,1224,1273,-3.8,1755,-30.3,January - February
2024-03-01,2024,3,Pleasant Camp,1060,914,16.0,2284,2187,4.4,2837,-19.5,January - March
2024-04-01,2024,4,Pleasant Camp,1436,1449,-0.9,3720,3636,2.3,4384,-15.1,January - April
2024-05-01,2024,5,Pleasant Camp,3690,3591,2.8,7410,7227,2.5,8285,-10.6,January - May
2024-06-01,2024,6,Pleasant Camp,6011,5433,10.6,13421,12660,6.0,14427,-7.0,January - June
2024-07-01,2024,7,Pleasant Camp,3632,6990,-48.0,17053,19650,-13.2,22399,-23.9,January - July
2024-08-01,2024,8,Pleasant Camp,384,6611,-94.2,17437,26261,-33.6,29603,-41.1,January - August
2024-09-01,2024,9,Pleasant Camp,1366,3341,-59.1,18803,29602,-36.5,33694,-44.2,January - September
2024-10-01,2024,10,Pleasant Camp,2015,2070,-2.7,20818,31672,-34.3,36354,-42.7,January - October
2024-11-01,2024,11,Pleasant Camp,682,747,-8.7,21500,32419,-33.7,37387,-42.5,January - November
2024-12-01,2024,12,Pleasant Camp,611,374,63.4,22111,32793,-32.6,38141,-42.0,January - December
2024-01-01,2024,1,Whitehorse,46,10,360.0,46,10,360.0,31,48.4,January - January
2024-02-01,2024,2,Whitehorse,43,2,2050.0,89,12,641.7,90,-1.1,January - February
2024-03-01,2024,3,Whitehorse,452,44,927.3,541,56,866.1,139,289.2,January - March
2024-04-01,2024,4,Whitehorse,14,29,-51.7,555,85,552.9,198,180.3,January - April
2024-05-01,2024,5,Whitehorse,51,212,-75.9,606,297,104.0,282,114.9,January - May
2024-06-01,2024,6,Whitehorse,144,805,-82.1,750,1102,-31.9,1552,-51.7,January - June
2024-07-01,2024,7,Whitehorse,229,1255,-81.8,979,2357,-58.5,2753,-64.4,January - July
2024-08-01,2024,8,Whitehorse,251,932,-73.1,1230,3289,-62.6,3932,-68.7,January - August
2024-09-01,2024,9,Whitehorse,215,284,-24.3,1445,3573,-59.6,4697,-69.2,January - September
2024-10-01,2024,10,Whitehorse,37,51,-27.5,1482,3624,-59.1,4750,-68.8,January - October
2024-11-01,2024,11,Whitehorse,9,13,-30.8,1491,3637,-59.0,4761,-68.7,January - November
2024-12-01,2024,12,Whitehorse,1,28,-96.4,1492,3665,-59.3,4812,-69.0,January - December
2024-01-01,2024,1,Yukon,2085,2208,-5.6,2085,2208,-5.6,3897,-46.5,January - January
2024-02-01,2024,2,Yukon,2979,2349,26.8,5064,4557,11.1,7490,-32.4,January - February
2024-03-01,2024,3,Yukon,6197,4483,38.2,11261,9040,24.6,14237,-20.9,January - March
2024-04-01,2024,4,Yukon,7975,8163,-2.3,19236,17203,11.8,24422,-21.2,January - April
2024-05-01,2024,5,Yukon,65530,59292,10.5,84766,76495,10.8,83567,1.4,January - May
2024-06-01,2024,6,Yukon,102420,85538,19.7,187186,162033,15.5,185818,0.7,January - June
2024-07-01,2024,7,Yukon,109367,107094,2.1,296553,269127,10.2,306133,-3.1,January - July
2024-08-01,2024,8,Yukon,102161,105683,-3.3,398714,374810,6.4,419587,-5.0,January - August
2024-09-01,2024,9,Yukon,65980,61513,7.3,464694,436323,6.5,484785,-4.1,January - September
2024-10-01,2024,10,Yukon,10263,11654,-11.9,474957,447977,6.0,496485,-4.3,January - October
2024-11-01,2024,11,Yukon,3421,3296,3.8,478378,451273,6.0,500857,-4.5,January - November
2024-12-01,2024,12,Yukon,3127,2750,13.7,481505,454023,6.1,505027,-4.7,January - December
2025-01-01,2025,1,Beaver Creek,1000,1034,-3.3,1000,1034,-3.3,1625,-38.5,January - January
2025-02-01,2025,2,Beaver Creek,1222,1187,2.9,2222,2221,0.0,3005,-26.1,January - February
2025-03-01,2025,3,Beaver Creek,1863,2177,-14.4,4085,4398,-7.1,5391,-24.2,January - March
2025-04-01,2025,4,Beaver Creek,2521,2583,-2.4,6606,6981,-5.4,8868,-25.5,January - April
2025-05-01,2025,5,Beaver Creek,5115,5106,0.2,11721,12087,-3.0,15410,-23.9,January - May
2025-06-01,2025,6,Beaver Creek,9464,10508,-9.9,21185,22595,-6.2,27597,-23.2,January - June
2025-07-01,2025,7,Beaver Creek,13412,14482,-7.4,34597,37077,-6.7,43623,-20.7,January - July
2025-08-01,2025,8,Beaver Creek,13617,14398,-5.4,48214,51475,-6.3,59387,-18.8,January - August
2025-09-01,2025,9,Beaver Creek,10780,11191,-3.7,58994,62666,-5.9,71200,-17.1,January - September
2025-10-01,2025,10,Beaver Creek,4243,4314,-1.6,63237,66980,-5.6,76066,-16.9,January - October
